Cliente_ID,Nome_Cliente,CNPJ_CPF,Data_Vencimento,Valor_Devido,Valor_Pago,Cidade,Regiao
10222,Cliente 10222,22.333.444/0001-88,2026-01-17,2350.45,70487.55,São Paulo,Sul
10223,Cliente 10223,22.333.444/0001-88,2025-06-23,17149.4,116402.08,BH,Sudeste
10224,Cliente 10224,11.222.333/0001-99,2023-02-10,840.75,24144.3,BH,Sul
10225,Cliente 10225,11.222.333/0001-99,2026-08-20,2267.09,119234.84,Rio,Sudeste
10226,Cliente 10226,11.222.333/0001-99,2026-07-15,188.31,111249.42,Rio,Sudeste
10227,Cliente 10227,22.333.444/0001-88,2026-03-07,11443.61,135123.35,BH,Sudeste
10228,Cliente 10228,11.222.333/0001-99,2025-10-26,961.23,56018.25,Rio,Sul
10229,Cliente 10229,22.333.444/0001-88,2023-08-30,4390.47,26481.51,BH,Sul
10230,Cliente 10230,22.333.444/0001-88,2023-06-11,563.96,113794.29,Rio,Sudeste
10231,Cliente 10231,11.222.333/0001-99,2025-10-15,6506.66,88264.63,Rio,Sul
10232,Cliente 10232,22.333.444/0001-88,2024-11-22,4430.11,106873.85,BH,Sudeste
10233,Cliente 10233,11.222.333/0001-99,2025-03-19,624.3,149511.07,BH,Sul
10234,Cliente 10234,22.333.444/0001-88,2025-09-05,2519.28,29180.96,Rio,Sul
10235,Cliente 10235,11.222.333/0001-99,2024-06-01,5922.28,61657.74,BH,Sul
10236,Cliente 10236,22.333.444/0001-88,2025-06-16,9165.97,28904.52,São Paulo,Sudeste
10237,Cliente 10237,11.222.333/0001-99,2025-02-21,45099.31,129093.48,Rio,Sul
10238,Cliente 10238,11.222.333/0001-99,2026-11-25,27038.71,2547.15,São Paulo,Sudeste
10239,Cliente 10239,22.333.444/0001-88,2025-02-22,1857.39,20283.47,São Paulo,Sul
10240,Cliente 10240,22.333.444/0001-88,2026-03-25,1825.95,37180.54,São Paulo,Sul
10241,Cliente 10241,11.222.333/0001-99,2023-03-26,663.22,115698.48,BH,Sudeste
10242,Cliente 10242,22.333.444/0001-88,2025-10-30,1195.55,94268.13,Rio,Sul
10243,Cliente 10243,22.333.444/0001-88,2023-05-18,16386.57,58291.85,Rio,Sudeste
10244,Cliente 10244,22.333.444/0001-88,2025-01-23,531.25,23805.05,São Paulo,Sudeste
10245,Cliente 10245,11.222.333/0001-99,2025-06-24,3956.44,48241.3,BH,Sul
10246,Cliente 10246,11.222.333/0001-99,2024-12-13,3222.23,111513.04,Rio,Sudeste
10247,Cliente 10247,22.333.444/0001-88,2023-06-05,1701.1,57292.75,Rio,Sul
10248,Cliente 10248,22.333.444/0001-88,2024-02-12,793.74,69389.3,Rio,Sudeste
10249,Cliente 10249,11.222.333/0001-99,2025-02-25,346.51,91293.9,São Paulo,Sudeste
10250,Cliente 10250,22.333.444/0001-88,2026-06-02,803.79,136933.13,São Paulo,Sul
10251,Cliente 10251,11.222.333/0001-99,2024-08-02,4374.97,37515.79,São Paulo,Sudeste
10252,Cliente 10252,22.333.444/0001-88,2026-04-22,11347.13,67199.49,São Paulo,Sudeste
10253,Cliente 10253,22.333.444/0001-88,2026-05-03,46943.69,46548.2,São Paulo,Sudeste
10254,Cliente 10254,22.333.444/0001-88,2024-07-07,7850.06,69928.04,Rio,Sudeste
10255,Cliente 10255,11.222.333/0001-99,2024-01-31,11269.86,104469.23,São Paulo,Sul
10256,Cliente 10256,11.222.333/0001-99,2026-03-03,46700.14,72309.61,BH,Sul
10257,Cliente 10257,11.222.333/0001-99,2026-08-25,7892.44,125180.45,São Paulo,Sul
10258,Cliente 10258,11.222.333/0001-99,2025-03-20,19463.78,82988.71,São Paulo,Sudeste
10259,Cliente 10259,22.333.444/0001-88,2025-08-19,2888.73,57864.78,São Paulo,Sudeste
10260,Cliente 10260,22.333.444/0001-88,2024-06-25,13490.64,117348.16,Rio,Sul
10261,Cliente 10261,11.222.333/0001-99,2025-10-29,6594.53,64698.59,Rio,Sul
10262,Cliente 10262,22.333.444/0001-88,2025-09-13,3503.15,77332.9,BH,Sul
10263,Cliente 10263,22.333.444/0001-88,2023-06-19,42876.67,149200.55,Rio,Sudeste
10264,Cliente 10264,11.222.333/0001-99,2023-10-17,912.03,117964.76,São Paulo,Sul
10265,Cliente 10265,22.333.444/0001-88,2026-04-06,1474.57,128271.33,BH,Sudeste
10266,Cliente 10266,22.333.444/0001-88,2026-09-29,25556.49,88927.65,BH,Sudeste
10267,Cliente 10267,11.222.333/0001-99,2026-03-14,19141.4,52232.47,BH,Sul
10268,Cliente 10268,22.333.444/0001-88,2026-12-07,5002.91,148690.44,São Paulo,Sudeste
10269,Cliente 10269,22.333.444/0001-88,2025-01-09,7907.53,36603.01,Rio,Sul
10270,Cliente 10270,22.333.444/0001-88,2024-08-10,10140.96,130922.54,Rio,Sul
10271,Cliente 10271,11.222.333/0001-99,2025-01-04,8192.89,136695.2,São Paulo,Sudeste
10272,Cliente 10272,11.222.333/0001-99,2024-04-01,6888.57,122633.22,Rio,Sudeste
10273,Cliente 10273,22.333.444/0001-88,2024-12-01,1515.26,17112.6,São Paulo,Sul
10274,Cliente 10274,22.333.444/0001-88,2025-09-05,27820.4,128116.95,São Paulo,Sul
10275,Cliente 10275,22.333.444/0001-88,2026-08-18,3693.49,99566.69,BH,Sul
10276,Cliente 10276,11.222.333/0001-99,2023-02-15,1228.06,102123.6,Rio,Sul
10277,Cliente 10277,11.222.333/0001-99,2025-11-06,5929.74,117979.74,BH,Sul
10278,Cliente 10278,11.222.333/0001-99,2026-10-15,7946.59,73580.6,Rio,Sul
10279,Cliente 10279,22.333.444/0001-88,2026-07-08,8548.38,40073.58,São Paulo,Sudeste
10280,Cliente 10280,22.333.444/0001-88,2026-02-20,19185.3,86239.83,BH,Sudeste
10281,Cliente 10281,22.333.444/0001-88,2023-08-19,2887.85,16301.32,São Paulo,Sudeste
10282,Cliente 10282,22.333.444/0001-88,2025-08-07,4486.29,101220.77,São Paulo,Sul
10283,Cliente 10283,22.333.444/0001-88,2024-09-28,1507.89,72441.14,BH,Sudeste
10284,Cliente 10284,11.222.333/0001-99,2023-04-22,6817.21,75349.64,BH,Sul
10285,Cliente 10285,22.333.444/0001-88,2024-08-15,1477.18,27873.31,Rio,Sul
10286,Cliente 10286,22.333.444/0001-88,2026-06-23,2151.92,6192.42,Rio,Sudeste
10287,Cliente 10287,22.333.444/0001-88,2025-05-08,19473.93,91690.47,BH,Sudeste
10288,Cliente 10288,11.222.333/0001-99,2024-01-26,5949.56,98824.64,Rio,Sul
10289,Cliente 10289,22.333.444/0001-88,2024-01-27,36112.43,74743.79,São Paulo,Sudeste
10290,Cliente 10290,11.222.333/0001-99,2023-11-24,25524.77,114859.69,São Paulo,Sul
10291,Cliente 10291,11.222.333/0001-99,2026-05-23,6647.8,84557.43,São Paulo,Sudeste
10292,Cliente 10292,11.222.333/0001-99,2025-01-16,8064.25,127229.4,São Paulo,Sudeste
10293,Cliente 10293,11.222.333/0001-99,2024-01-02,3519.61,43217.79,São Paulo,Sudeste
10294,Cliente 10294,11.222.333/0001-99,2023-03-23,21193.94,36466.25,São Paulo,Sudeste
10295,Cliente 10295,22.333.444/0001-88,2025-03-16,8171.23,39171.8,Rio,Sudeste
10296,Cliente 10296,22.333.444/0001-88,2025-04-01,17560.11,4577.77,BH,Sudeste
10297,Cliente 10297,11.222.333/0001-99,2026-01-04,1987.02,135093.61,BH,Sudeste
10298,Cliente 10298,11.222.333/0001-99,2025-08-09,731.06,149877.98,Rio,Sul
10299,Cliente 10299,11.222.333/0001-99,2024-01-07,9928.42,122478.38,Rio,Sudeste
10300,Cliente 10300,22.333.444/0001-88,2026-07-12,13146.49,61889.41,Rio,Sul
10301,Cliente 10301,22.333.444/0001-88,2023-09-21,5460.33,53090.03,BH,Sul
10302,Cliente 10302,11.222.333/0001-99,2023-04-20,11048.64,116202.39,Rio,Sudeste
10303,Cliente 10303,22.333.444/0001-88,2023-11-03,1491.0,76491.77,Rio,Sul
10304,Cliente 10304,22.333.444/0001-88,2026-05-08,18306.61,140918.68,BH,Sudeste
10305,Cliente 10305,11.222.333/0001-99,2023-08-14,25346.76,41936.95,Rio,Sudeste
10306,Cliente 10306,11.222.333/0001-99,2023-07-04,20515.88,48572.7,São Paulo,Sudeste
10307,Cliente 10307,22.333.444/0001-88,2025-08-21,5846.25,149823.74,BH,Sul
10308,Cliente 10308,22.333.444/0001-88,2023-01-31,25876.53,146726.21,BH,Sudeste
10309,Cliente 10309,22.333.444/0001-88,2024-09-05,992.26,132778.76,BH,Sul
10310,Cliente 10310,11.222.333/0001-99,2023-04-09,10969.36,60694.3,Rio,Sul
10311,Cliente 10311,11.222.333/0001-99,2026-09-24,13400.27,125641.91,BH,Sudeste
10312,Cliente 10312,11.222.333/0001-99,2025-03-21,9914.35,42508.98,São Paulo,Sudeste
10313,Cliente 10313,22.333.444/0001-88,2026-07-13,1317.49,38213.2,São Paulo,Sudeste
10314,Cliente 10314,22.333.444/0001-88,2024-10-13,6775.72,81965.65,BH,Sul
10315,Cliente 10315,11.222.333/0001-99,2025-03-24,3433.92,129039.43,São Paulo,Sul
10316,Cliente 10316,22.333.444/0001-88,2026-10-05,317.23,14620.98,Rio,Sudeste
10317,Cliente 10317,11.222.333/0001-99,2025-10-16,945.01,84795.88,BH,Sul
10318,Cliente 10318,22.333.444/0001-88,2025-09-04,24978.27,91460.75,São Paulo,Sudeste
10319,Cliente 10319,11.222.333/0001-99,2023-03-29,2815.57,86969.66,Rio,Sudeste
10320,Cliente 10320,22.333.444/0001-88,2025-12-22,21559.74,32774.59,BH,Sul
10321,Cliente 10321,22.333.444/0001-88,2025-07-10,24370.07,9619.37,BH,Sul
10322,Cliente 10322,11.222.333/0001-99,2026-11-11,10559.03,134248.78,BH,Sul
10323,Cliente 10323,11.222.333/0001-99,2024-08-08,2079.32,86176.86,São Paulo,Sudeste
10324,Cliente 10324,11.222.333/0001-99,2025-03-28,18433.56,115185.66,BH,Sul
10325,Cliente 10325,11.222.333/0001-99,2025-07-20,6627.47,54665.55,São Paulo,Sul
10326,Cliente 10326,11.222.333/0001-99,2026-07-16,5231.93,6375.34,Rio,Sudeste
10327,Cliente 10327,22.333.444/0001-88,2025-03-07,1371.62,38934.8,Rio,Sul
10328,Cliente 10328,11.222.333/0001-99,2025-10-15,2437.93,11004.85,Rio,Sul
10329,Cliente 10329,11.222.333/0001-99,2025-10-09,1399.85,11736.19,BH,Sul
10330,Cliente 10330,11.222.333/0001-99,2025-08-30,18822.01,32168.9,Rio,Sul
10331,Cliente 10331,11.222.333/0001-99,2024-09-24,42113.22,95036.72,São Paulo,Sul
10332,Cliente 10332,11.222.333/0001-99,2023-12-12,17910.81,122665.64,São Paulo,Sudeste
10333,Cliente 10333,22.333.444/0001-88,2024-12-24,6493.08,123203.55,São Paulo,Sudeste
10334,Cliente 10334,11.222.333/0001-99,2025-06-19,3198.47,140663.48,São Paulo,Sudeste
10335,Cliente 10335,11.222.333/0001-99,2026-01-06,9575.69,98457.24,São Paulo,Sudeste
10336,Cliente 10336,11.222.333/0001-99,2026-10-20,2741.04,2979.14,São Paulo,Sudeste
10337,Cliente 10337,22.333.444/0001-88,2025-11-03,4703.65,56610.37,Rio,Sul
10338,Cliente 10338,22.333.444/0001-88,2023-05-16,1556.11,16719.07,BH,Sul
10339,Cliente 10339,11.222.333/0001-99,2026-08-20,12220.83,116619.71,São Paulo,Sudeste
10340,Cliente 10340,11.222.333/0001-99,2024-02-01,13111.85,17953.37,Rio,Sul
10341,Cliente 10341,22.333.444/0001-88,2025-03-02,17542.78,15888.37,Rio,Sul
10342,Cliente 10342,22.333.444/0001-88,2023-03-20,10731.08,4231.29,São Paulo,Sul
10343,Cliente 10343,22.333.444/0001-88,2024-12-05,9731.84,143325.42,Rio,Sudeste
10344,Cliente 10344,11.222.333/0001-99,2025-09-08,1139.85,117856.51,São Paulo,Sudeste
10345,Cliente 10345,11.222.333/0001-99,2026-12-12,1074.97,49996.62,BH,Sul
10346,Cliente 10346,22.333.444/0001-88,2026-06-19,7812.49,56465.9,São Paulo,Sudeste
10347,Cliente 10347,11.222.333/0001-99,2025-12-10,22954.22,8914.26,BH,Sudeste
10348,Cliente 10348,22.333.444/0001-88,2025-01-13,3380.83,23687.54,Rio,Sul
10349,Cliente 10349,22.333.444/0001-88,2024-01-19,4953.51,46717.71,Rio,Sudeste
10350,Cliente 10350,22.333.444/0001-88,2024-01-10,5026.07,58180.2,São Paulo,Sul
10351,Cliente 10351,11.222.333/0001-99,2023-07-25,372.19,92996.46,Rio,Sudeste
10352,Cliente 10352,22.333.444/0001-88,2024-05-03,6881.52,52549.85,Rio,Sul
10353,Cliente 10353,22.333.444/0001-88,2026-11-05,2276.07,143190.08,BH,Sul
10354,Cliente 10354,11.222.333/0001-99,2025-05-30,11562.39,51419.13,São Paulo,Sudeste
10355,Cliente 10355,22.333.444/0001-88,2026-08-27,4703.81,141239.3,São Paulo,Sul
10356,Cliente 10356,11.222.333/0001-99,2026-10-30,3823.92,109478.95,BH,Sul
10357,Cliente 10357,22.333.444/0001-88,2024-09-23,3942.34,134984.63,BH,Sudeste
10358,Cliente 10358,11.222.333/0001-99,2024-08-14,3109.36,105473.58,BH,Sul
10359,Cliente 10359,22.333.444/0001-88,2025-12-01,730.58,85287.61,São Paulo,Sudeste
10360,Cliente 10360,22.333.444/0001-88,2024-06-16,18670.28,76362.42,BH,Sudeste
10361,Cliente 10361,22.333.444/0001-88,2024-06-05,2023.4,43700.73,São Paulo,Sudeste
10362,Cliente 10362,22.333.444/0001-88,2025-04-04,2553.31,44726.1,BH,Sudeste
10363,Cliente 10363,22.333.444/0001-88,2026-03-22,5490.04,33480.88,Rio,Sudeste
10364,Cliente 10364,11.222.333/0001-99,2026-08-28,1030.94,57831.12,São Paulo,Sul
10365,Cliente 10365,11.222.333/0001-99,2026-08-10,2443.75,19045.95,São Paulo,Sul
10366,Cliente 10366,22.333.444/0001-88,2024-08-20,71904.22,58140.76,São Paulo,Sudeste
10367,Cliente 10367,22.333.444/0001-88,2023-04-23,7874.84,125061.56,Rio,Sul
10368,Cliente 10368,22.333.444/0001-88,2026-02-09,1478.93,130543.84,Rio,Sudeste
10369,Cliente 10369,11.222.333/0001-99,2026-04-13,266.7,96424.56,São Paulo,Sul
10370,Cliente 10370,11.222.333/0001-99,2026-08-18,19969.31,38521.47,BH,Sudeste
10371,Cliente 10371,22.333.444/0001-88,2025-01-03,1191.64,36052.42,São Paulo,Sul
10372,Cliente 10372,11.222.333/0001-99,2026-05-29,2298.43,41689.34,São Paulo,Sul
10373,Cliente 10373,22.333.444/0001-88,2026-04-09,2744.27,75005.88,Rio,Sul
10374,Cliente 10374,22.333.444/0001-88,2023-11-14,1368.7,146466.67,Rio,Sul
10375,Cliente 10375,22.333.444/0001-88,2025-09-22,4417.23,16377.67,BH,Sul
10376,Cliente 10376,11.222.333/0001-99,2023-08-01,2271.11,75076.81,BH,Sudeste
10377,Cliente 10377,22.333.444/0001-88,2023-09-10,11563.25,102336.65,São Paulo,Sul
10378,Cliente 10378,22.333.444/0001-88,2023-05-04,5983.57,36849.14,São Paulo,Sul
10379,Cliente 10379,22.333.444/0001-88,2026-05-21,36496.8,145366.84,BH,Sudeste
10380,Cliente 10380,11.222.333/0001-99,2024-09-15,37544.89,52353.26,São Paulo,Sul
10381,Cliente 10381,11.222.333/0001-99,2026-01-13,1291.11,139853.34,São Paulo,Sul
10382,Cliente 10382,11.222.333/0001-99,2025-12-24,3109.38,89603.31,BH,Sudeste
10383,Cliente 10383,22.333.444/0001-88,2026-09-03,100310.74,611.91,BH,Sul
10384,Cliente 10384,11.222.333/0001-99,2026-10-01,970.84,46666.82,BH,Sul
10385,Cliente 10385,22.333.444/0001-88,2026-06-20,15013.05,3232.3,Rio,Sudeste
10386,Cliente 10386,11.222.333/0001-99,2025-06-16,10585.04,57221.36,BH,Sul
10387,Cliente 10387,22.333.444/0001-88,2026-03-06,1497.38,139880.1,Rio,Sul
10388,Cliente 10388,11.222.333/0001-99,2023-09-04,1602.02,116852.55,BH,Sudeste
10389,Cliente 10389,22.333.444/0001-88,2024-03-16,65050.65,93019.82,BH,Sul
10390,Cliente 10390,11.222.333/0001-99,2023-02-14,63255.27,80782.81,Rio,Sudeste
10391,Cliente 10391,11.222.333/0001-99,2024-10-19,8972.16,55887.29,Rio,Sudeste
10392,Cliente 10392,11.222.333/0001-99,2025-05-29,705.79,31730.96,São Paulo,Sul
10393,Cliente 10393,22.333.444/0001-88,2025-10-13,28555.39,9378.74,São Paulo,Sudeste
10394,Cliente 10394,11.222.333/0001-99,2024-07-07,701.62,28522.0,São Paulo,Sudeste
10395,Cliente 10395,11.222.333/0001-99,2025-03-19,13376.82,52728.01,Rio,Sul
10396,Cliente 10396,11.222.333/0001-99,2025-08-28,509.3,77998.67,BH,Sudeste
10397,Cliente 10397,11.222.333/0001-99,2026-01-17,4967.47,30660.58,Rio,Sudeste
10398,Cliente 10398,22.333.444/0001-88,2024-12-30,16966.11,146149.29,BH,Sul
10399,Cliente 10399,11.222.333/0001-99,2025-10-17,94.11,11527.52,BH,Sul
10400,Cliente 10400,22.333.444/0001-88,2025-08-11,2345.54,14218.77,BH,Sul
10401,Cliente 10401,22.333.444/0001-88,2026-06-05,6091.42,102390.35,São Paulo,Sudeste
10402,Cliente 10402,22.333.444/0001-88,2026-08-07,3035.55,113259.24,Rio,Sul
10403,Cliente 10403,22.333.444/0001-88,2026-12-16,1920.8,145867.72,Rio,Sul
10404,Cliente 10404,11.222.333/0001-99,2025-12-26,4077.07,79566.63,São Paulo,Sul
10405,Cliente 10405,22.333.444/0001-88,2026-06-28,21005.37,24890.09,BH,Sudeste
10406,Cliente 10406,22.333.444/0001-88,2025-11-30,33407.54,140689.34,São Paulo,Sul
10407,Cliente 10407,22.333.444/0001-88,2023-04-09,13187.57,147035.16,BH,Sudeste
10408,Cliente 10408,22.333.444/0001-88,2026-08-22,43247.98,138527.09,São Paulo,Sudeste
10409,Cliente 10409,11.222.333/0001-99,2025-05-21,2324.61,130748.43,Rio,Sudeste
10410,Cliente 10410,11.222.333/0001-99,2023-10-28,11333.28,11636.12,São Paulo,Sudeste
10411,Cliente 10411,22.333.444/0001-88,2026-05-07,1180.41,128230.97,Rio,Sul
10412,Cliente 10412,22.333.444/0001-88,2024-05-02,297620.43,142984.03,BH,Sudeste
10413,Cliente 10413,22.333.444/0001-88,2026-02-03,5654.49,82847.17,São Paulo,Sul
10414,Cliente 10414,11.222.333/0001-99,2026-11-25,15149.91,115888.17,São Paulo,Sul
10415,Cliente 10415,11.222.333/0001-99,2025-10-01,416.78,99134.35,São Paulo,Sul
10416,Cliente 10416,11.222.333/0001-99,2024-04-21,14674.53,43208.72,São Paulo,Sudeste
10417,Cliente 10417,11.222.333/0001-99,2026-02-19,5762.8,88127.97,Rio,Sul
10418,Cliente 10418,11.222.333/0001-99,2026-01-05,9412.06,133406.02,Rio,Sul
10419,Cliente 10419,22.333.444/0001-88,2026-08-28,5009.05,74457.79,São Paulo,Sul
10420,Cliente 10420,11.222.333/0001-99,2026-02-09,4155.9,88521.8,Rio,Sul
10421,Cliente 10421,11.222.333/0001-99,2025-05-10,3192.6,79719.56,São Paulo,Sudeste
10422,Cliente 10422,22.333.444/0001-88,2025-03-19,4335.01,42360.73,Rio,Sul
10423,Cliente 10423,11.222.333/0001-99,2024-06-01,38391.27,96549.47,Rio,Sudeste
10424,Cliente 10424,11.222.333/0001-99,2026-05-05,2938.53,76420.51,Rio,Sudeste
10425,Cliente 10425,11.222.333/0001-99,2026-01-26,116110.46,34881.9,São Paulo,Sul
10426,Cliente 10426,22.333.444/0001-88,2024-04-03,5355.76,134306.72,São Paulo,Sudeste
10427,Cliente 10427,11.222.333/0001-99,2023-08-18,34889.94,142506.87,Rio,Sul
10428,Cliente 10428,22.333.444/0001-88,2026-04-06,24379.47,8305.9,BH,Sul
10429,Cliente 10429,22.333.444/0001-88,2023-01-08,550.7,93352.31,Rio,Sudeste
10430,Cliente 10430,11.222.333/0001-99,2026-04-10,740.54,62256.85,São Paulo,Sul
10431,Cliente 10431,11.222.333/0001-99,2026-10-15,1901.65,78893.15,BH,Sul
10432,Cliente 10432,11.222.333/0001-99,2023-07-14,566.14,56074.46,São Paulo,Sul
10433,Cliente 10433,11.222.333/0001-99,2026-07-16,2756.49,71153.77,BH,Sudeste
10434,Cliente 10434,22.333.444/0001-88,2025-11-08,5112.1,48515.09,BH,Sul
10435,Cliente 10435,11.222.333/0001-99,2023-12-20,12186.12,17640.49,São Paulo,Sul
10436,Cliente 10436,22.333.444/0001-88,2025-12-08,6328.43,45304.9,Rio,Sudeste
10437,Cliente 10437,22.333.444/0001-88,2024-04-08,4950.95,100549.84,São Paulo,Sudeste
10438,Cliente 10438,22.333.444/0001-88,2023-12-22,20603.94,7557.23,São Paulo,Sul
10439,Cliente 10439,22.333.444/0001-88,2025-04-29,17082.95,57409.86,Rio,Sul
10440,Cliente 10440,22.333.444/0001-88,2025-08-31,71038.53,6344.88,Rio,Sul
10441,Cliente 10441,11.222.333/0001-99,2026-03-27,6382.23,53439.94,BH,Sul
10442,Cliente 10442,22.333.444/0001-88,2023-03-07,168.11,13141.75,BH,Sul
10443,Cliente 10443,22.333.444/0001-88,2025-05-08,8938.1,50946.01,Rio,Sul
10444,Cliente 10444,11.222.333/0001-99,2024-07-24,117788.24,125713.15,São Paulo,Sudeste
10445,Cliente 10445,11.222.333/0001-99,2023-11-04,20668.8,92011.31,Rio,Sudeste
10446,Cliente 10446,22.333.444/0001-88,2026-09-22,28493.18,102344.16,Rio,Sul
10447,Cliente 10447,22.333.444/0001-88,2025-02-21,5612.56,75570.02,Rio,Sudeste
10448,Cliente 10448,11.222.333/0001-99,2023-05-01,17648.24,138357.26,São Paulo,Sudeste
10449,Cliente 10449,22.333.444/0001-88,2025-02-04,30671.83,81173.8,São Paulo,Sudeste
10450,Cliente 10450,11.222.333/0001-99,2026-11-28,3078.04,15644.11,BH,Sul
10451,Cliente 10451,11.222.333/0001-99,2025-02-11,2437.93,139965.46,Rio,Sudeste
10452,Cliente 10452,22.333.444/0001-88,2023-04-06,9288.98,19959.51,Rio,Sudeste
10453,Cliente 10453,11.222.333/0001-99,2026-02-11,19090.88,149875.55,São Paulo,Sudeste
10454,Cliente 10454,22.333.444/0001-88,2025-09-13,103.8,65307.64,Rio,Sul
10455,Cliente 10455,22.333.444/0001-88,2026-12-23,3741.75,11022.82,São Paulo,Sudeste
10456,Cliente 10456,22.333.444/0001-88,2024-06-23,318.99,129615.32,BH,Sul
10457,Cliente 10457,11.222.333/0001-99,2023-01-02,4139.75,13932.44,BH,Sul
10458,Cliente 10458,22.333.444/0001-88,2026-05-20,52337.07,26164.85,BH,Sudeste
10459,Cliente 10459,11.222.333/0001-99,2024-08-02,2051.6,62602.06,São Paulo,Sudeste
10460,Cliente 10460,22.333.444/0001-88,2023-11-29,3292.76,101427.94,São Paulo,Sul
10461,Cliente 10461,22.333.444/0001-88,2025-11-13,12415.61,18171.0,Rio,Sudeste
10462,Cliente 10462,11.222.333/0001-99,2026-10-23,19757.72,93393.78,BH,Sul
10463,Cliente 10463,22.333.444/0001-88,2025-01-11,18744.08,117057.96,São Paulo,Sul
10464,Cliente 10464,22.333.444/0001-88,2024-05-20,5178.37,18524.42,BH,Sul
10465,Cliente 10465,11.222.333/0001-99,2025-09-26,10923.3,97135.59,BH,Sul
10466,Cliente 10466,11.222.333/0001-99,2026-04-14,10272.41,143831.38,BH,Sudeste
10467,Cliente 10467,11.222.333/0001-99,2026-12-23,1834.92,145109.26,Rio,Sul
10468,Cliente 10468,22.333.444/0001-88,2025-01-02,423.49,24249.39,São Paulo,Sul
10469,Cliente 10469,11.222.333/0001-99,2024-05-28,1399.91,113955.61,São Paulo,Sul
10470,Cliente 10470,11.222.333/0001-99,2025-06-13,36835.72,126994.87,São Paulo,Sul
10471,Cliente 10471,22.333.444/0001-88,2023-12-27,108934.11,133344.49,Rio,Sul
10472,Cliente 10472,11.222.333/0001-99,2023-10-01,4326.76,48552.21,Rio,Sul
10473,Cliente 10473,22.333.444/0001-88,2023-06-26,34900.35,40517.77,Rio,Sudeste
10474,Cliente 10474,22.333.444/0001-88,2026-07-11,3241.02,7179.16,Rio,Sudeste
10475,Cliente 10475,11.222.333/0001-99,2026-04-24,8011.6,59920.77,São Paulo,Sul
10476,Cliente 10476,22.333.444/0001-88,2024-06-10,2079.98,18593.47,Rio,Sudeste
10477,Cliente 10477,11.222.333/0001-99,2025-07-01,20340.47,117938.6,São Paulo,Sul
10478,Cliente 10478,11.222.333/0001-99,2023-10-06,2010.1,21444.99,BH,Sudeste
10479,Cliente 10479,11.222.333/0001-99,2024-12-06,1408.59,122835.8,São Paulo,Sul
10480,Cliente 10480,11.222.333/0001-99,2026-05-06,5247.21,16142.03,BH,Sul
10481,Cliente 10481,22.333.444/0001-88,2026-10-04,15420.81,72092.32,Rio,Sul
10482,Cliente 10482,22.333.444/0001-88,2026-12-15,6180.25,57695.14,BH,Sudeste
10483,Cliente 10483,11.222.333/0001-99,2026-08-21,2548.76,90231.57,Rio,Sudeste
10484,Cliente 10484,11.222.333/0001-99,2023-03-05,1394.72,77815.78,São Paulo,Sudeste
10485,Cliente 10485,22.333.444/0001-88,2023-10-17,463.29,89793.98,São Paulo,Sudeste
10486,Cliente 10486,11.222.333/0001-99,2023-01-18,2594.75,144.55,Rio,Sul
10487,Cliente 10487,22.333.444/0001-88,2023-03-05,3967.62,19125.54,São Paulo,Sul
10488,Cliente 10488,11.222.333/0001-99,2023-11-26,10673.77,77568.03,BH,Sudeste
10489,Cliente 10489,22.333.444/0001-88,2025-02-01,959.15,34449.92,BH,Sul
10490,Cliente 10490,22.333.444/0001-88,2025-11-06,12524.76,11447.57,BH,Sudeste
10491,Cliente 10491,22.333.444/0001-88,2024-03-18,2139.18,32655.16,Rio,Sul
10492,Cliente 10492,11.222.333/0001-99,2023-05-21,2394.0,116978.93,BH,Sul
10493,Cliente 10493,11.222.333/0001-99,2026-08-24,28231.9,81254.11,BH,Sudeste
10494,Cliente 10494,11.222.333/0001-99,2024-03-19,153.2,28511.53,BH,Sudeste
10495,Cliente 10495,11.222.333/0001-99,2024-05-10,882.22,2396.76,BH,Sul
10496,Cliente 10496,11.222.333/0001-99,2024-03-01,5239.09,53639.34,BH,Sudeste
10497,Cliente 10497,22.333.444/0001-88,2026-06-22,4880.68,53620.44,BH,Sul
10498,Cliente 10498,22.333.444/0001-88,2024-03-25,453.6,110268.78,Rio,Sul
10499,Cliente 10499,22.333.444/0001-88,2023-12-17,2460.48,137915.43,BH,Sul
10500,Cliente 10500,22.333.444/0001-88,2024-08-21,18792.65,55802.11,Rio,Sul
10501,Cliente 10501,22.333.444/0001-88,2024-12-11,964.91,103219.9,Rio,Sul
10502,Cliente 10502,22.333.444/0001-88,2025-05-19,22315.87,95235.83,Rio,Sul
10503,Cliente 10503,22.333.444/0001-88,2026-03-30,1803.3,63312.04,BH,Sul
10504,Cliente 10504,11.222.333/0001-99,2026-03-09,357.06,9883.51,BH,Sul
10505,Cliente 10505,22.333.444/0001-88,2024-01-28,15470.96,71019.68,Rio,Sudeste
10506,Cliente 10506,11.222.333/0001-99,2025-04-21,6981.15,53120.78,Rio,Sul
10507,Cliente 10507,22.333.444/0001-88,2024-02-05,631.24,82529.16,BH,Sul
10508,Cliente 10508,22.333.444/0001-88,2023-02-19,2298.72,18809.56,São Paulo,Sul
10509,Cliente 10509,11.222.333/0001-99,2025-01-13,54992.29,108635.97,São Paulo,Sudeste
10510,Cliente 10510,22.333.444/0001-88,2026-08-11,12353.48,118162.57,São Paulo,Sul
